newspaper_name,headline,article_text,publish_date
The New York Times,Answers About Gay Youth in New York,"Following is the first set of responses from Kai Wright, the author of “Drifting Toward Love: Black, Brown, Gay and Coming of Age on the Streets of New York” (Beacon Press, January 2008), who is responding to readers’ questions about gay youth in New York City; the challenges they face; and the future lesbian, gay, bisexual and transgender community they are creating.



We are no longer accepting questions for this feature.

Is this such a wide-spread issue in New York or in America for that matter that commands our attention? I don’t think so. This is your typical NY Times “agenda” article that is exclusively a Manhattan topic for discussion. Get real – there are more important issues that affect our daily lives than the supposed victimhood by individuals who base their existence on the sexual orientation and choice of lifestyle in the epicenter of American liberalism, NYC.

— Posted by William L. Esposito

This seems a good place to start. Mr. Esposito raises questions that, frankly, come up a great deal, particularly in communities of color and in families outside of major cities. They are worth addressing in a bit of detail.

The first implicit question is a straightforward numerical one. The U.S. Census Bureau does not tally people who identify themselves as gay, lesbian, bisexual or transgender, so there is no hard data on the community or where it lives. Advocates campaigned hard to add a sexual orientation question to the 2010 Census, but the census makes such changes quite slowly. We can tally the number of same-sex households, since that can be gathered from same-sex household members who check the partner box under relationship. The 2000 Census identified roughly 600,000 such households, spread out across 99 percent of U.S. counties. These, of course, represent only couples living together and who are politically aware enough to identify themselves on a Census form.

Certainly, you’ll find some of the most visibly identified gay neighborhoods — complete with plenty of commerce targeting gay consumers — in Manhattan and other large cities. But gay communities and the individuals who make them up come in all forms. I’ve covered sexual politics and sexual health from Jackson, Mississippi, to Harare, Zimbabwe. I’ve met proud, openly gay-identified people who are building communities in nearly every one of the dozens of places I’ve traveled or reported from.

But Mr. Esposito’s question suggests a deeper issue than numbers. Why should others care about gay people and our lives? The simple answer is, of course, that we are your neighbors and family members and part of the inescapably collective enterprise of living in and developing our cities. And here’s the thing: We have a great deal to offer in that process. Too often gay people and communities are discussed solely as problems to be addressed — political problems, health problems, hate-crime problems — Mr. Esposito’s “victimhood.” To be sure, there are problems to spare. Gay rights advocates have demanded, for instance, protection from being thrown out of our apartments because a landlord doesn’t like gay families; it remains perfectly legally to do so in many cities and states. But I’d argue all sides of the public conversation on sexuality — gay rights advocates included — have too often looked past the many incredible positive facts about both individual gay lives and the communities we have built. Gay politics got on the defensive long ago. A little offense could go a long way (though, I’m sure there’s a Beltway pollster ready to argue the contrary!).

What is the single biggest change you’ve seen in gay youth in the last 15 years?

— Posted by Victor Hoff

Conventional wisdom is that the biggest change is the age at which young people “come out” and identify themselves as gay, lesbian, bisexual or transgender. There certainly seems to be truth to that, though I think it would vary widely based on where you are and what support is available to you. For instance, Gay-Straight Alliance clubs — which are just what they sound like — have certainly blossomed in high schools around the country. But they remain clumped in relatively privileged, well-funded schools. School activists I’ve spoken to say that in the huge swath of already overwhelmed public schools, it’s near impossible to engage administrators on finding ways to support lesbian, gay, bisexual and transgender students. Instead, they respond only once there has been a crisis — someone gets beat up (or worse), there’s a suicide or a gay student simply forces the issue by, say, bringing a date to the prom. So, again, we too often start with a problem when we should be supporting young people as they make active, healthy decisions about their lives.

Can you weigh in on the benefits and perils of adults in youth leadership roles (teachers, counselors, etc.) being openly out with their students? On one hand I imagine intangible benefits in teaching tolerance, acceptance and diversity. But it is not hard to imagine possible situations that would arise with more conservative parents, issues regarding the discussion of sex and sexuality with students, etc.

— Posted by Dave Mitchell

Personally, I think out gay educators offer students wonderful opportunities to learn not just about diversity but also the critical thinking it fosters. There are obvious political challenges, which stretch past sexual orientation. Teachers from all walks of life are too often discouraged from bringing their full selves to the classroom, to my mind. But I won’t wade too deeply into education policy, lest I show how little I know.

More broadly, I’ll say that adults working with lesbian, gay, bisexual and transgender youth consistently report their greatest challenge is people power: There just aren’t enough adults willing to enter into what are by any measure challenging relationships. The cross-generational communication challenges are enormous and filled with assumptions and misunderstandings on both sides. There’s just not a lot of trust between gay youth and adults, in part because there is so little contact between them.

In addition, the significant baggage many gay adults have with their own youth (who wants to go back there?) can make it difficult for some to step up to the challenge.

I’ve been deeply disturbed by the surge in HIV-infection rates among young gay men — not just in NYC, but nationwide. It seems like we’re going back to the bad old days, after making so much progress in getting everyone to practice safe sex back in the ’80s and ’90s. In your estimation, what’s driving this? Complacency brought on by the availability of new drug therapies? The flood of “bareback” pornography? Old-line organizations that used to target this community but now have other priorities — and possibly no longer the ability to speak to young gay men effectively?

I’m doing my own part to turn things around, starting an organization of young gay men to do peer-to-peer outreach in social/new media to get it back in the daily conversation and dispel the myth of HIV being “no big deal” to live with… but is there one root cause that’s deeper than the others? And is anyone in the city besides Harlem United doing any energetic, active outreach to combat the resurgence of HIV? I’ve been disheartened by the efforts (or lack thereof) from other groups that should be on top of this!

— Posted by Dave

I have to say that there’s actually been enormous concern in the past several years, within public health and among HIV service providers, about the growing rates of infection among young gay and bisexual men, and particularly among black men. The lack of concern lies with elected officials, because first and foremost, there’s just plainly not enough money available, for this or any other part of our response to the epidemic. There are now more people living with HIV in the U.S. than ever before, and the Centers for Disease Control and Prevention estimates a fifth of them have no idea they are infected. That’s a pretty good way to keep the party going.

Several Centers for Disease Control and Prevention studies have shown that young gay men — and, again, young gay men of color particularly — are even more unlikely to be aware of their infections. So part of the problem is simple: We need to spend far more resources getting people tested and connecting them with care when they’re positive.

But I strongly disagree with the growing meme that young gay men shrug off HIV. There’s no empirical evidence of it and I’ve seen no sign of it in either my reporting or my personal life. In fact, surveys show that gay men in New York City are more likely to use condoms than any other population. The same is true for black gay men nationally, despite the fact that infections are rising most rapidly among black men. There are some simple, unavoidable truths that are far less sexy but much more important. One is biology: Unprotected, receptive anal sex offers HIV an easier way into the body than any other kind of intercourse. The presence of an untreated STD makes it even easier. So if you’re having anal sex and not able or willing to talk to a doctor about it, it’s a recipe for disaster. Another reality is social: The more tight-knit a sexual network, the more rapidly a virus can spread through it. Some researchers believe this is part of the explanation for high infection rates in black communities, both gay and straight — that African Americans are more likely to have small, overlapping circles of sex partners. That would translate to young people too, it seems to me.

Here’s the bigger picture. In order to create a sustainable HIV prevention plan, we must people smart and give them easy access to the services they need to be healthy and eliminate scare-tactics.

What do you consider the most interesting and important LGBT organizations working today in the city, with youth or more generally? How about more nationally?

— Posted by Emily Hobson

There are several, but here are three service providers (as opposed to advocacy groups) that I spent time with in New York City while reporting Drifting Toward Love, and that either myself or friends have volunteered for:

The Ali Forney Center — It provides housing for homeless gay, lesbian, bisexual and transgender youth, the vast majority of them youth of color. What’s nice is it’s not just a bed and a roof; they have a large suite of programs to support their young folks in getting the skills they need to build healthy lives as adults. Again, it’s moving away from fixing problems and toward supporting talents.

LiveOutLoud — It recruits lesbian, gay, bisexual and transgender adults to speak at high schools and other venues about their lives. It’s nice because it’s simple: Just get out gay folks to stand up and say they exist and they’re doing well. And it’s done in the context of a general class, so it’s not just pulling aside the gay kids to listen. It’s also an easy commitment: All you gotta do is go speak.

The Hetrick-Martin Institute — One of the first and most well-known, both here in the city and nationally. It’s most known for the Harvey Milk School, a high school for youth who’ve otherwise left school because of — well, a lot of reasons (bullying, homelessness, depression, behavior problems that grow out of all of the above). But the Institute has a big list of services, ranging from a free lunch to reading groups.

Check them out and see how you can get involved or support their work.",30/06/2010
The New York Times,When Prabal Met Maggie,"Ben Gabbe/Getty Images

There’s no disputing the socialite bona fides of Maggie Betts, the daughter of the film producer and Chelsea Piers developer Roland Betts and a fixture of Gotham’s party scene. But Betts, a 36-year-old Princeton graduate, is also a passionate advocate for AIDS awareness in Africa who has spent long periods on the continent bearing witness to the epidemic. Her first film, “The Carrier,” which premieres Thursday as part of the Tribeca Film Festival, is the culmination of five years of research. The documentary tells the story of a Zambian woman, Mutinta Mweemba, who tries desperately not to pass on her HIV infection to her unborn child. Here, Betts is interviewed by the designer Prabal Gurung, her good friend and the recently appointed Goodwill Ambassador for the nonprofit group Maiti Nepal.

Prabal Gurung: What was the force and motivation behind making this film? And why film versus all other mediums out there?

Maggie Betts: I’ve been obsessed with movies my whole life and have always dreamed of making a film – somehow this particular idea, this particular issue finally motivated me enough to convince myself I had to do it. I know you had a similar experience, the way you almost woke up one moment and said, “That’s it, I’m starting my own line.” I think there’s a moment when you finally get sick of thinking and talking about something and you realize you just have go for it, regardless of the outcome. I also felt that the larger message of the film was so valid and meaningful and important to try and share, it was worth my taking a risk for.

Gurung: What was your initial reasoning behind making this documentary? Was there one particular message you wanted to get across that prompted you to begin creating this film?

Betts: My starting point was really just learning about P.M.T.C.T. [Prevention of Mother to Child Transmission] and the extraordinary potential it now holds toward seeing a new HIV-free generation in Africa. I started to learn that there were all these anonymous young HIV-positive pregnant women, all engaged in this heroic act of trying to protect their unborn babies from HIV, all across the continent. And I felt it was something that not a lot of people were aware of but would probably be very moved and inspired by once they learned. There’s just something so profound about the larger idea of P.M.T.C.T.: the idea that there’s this new sort of battleground taking place in the fight against AIDS in Africa, and it all starts with something as simple and universal as a mother’s inbred love of her child.

Gurung: Your character Mutinta is fascinating for a viewer to watch and in many ways is the epitome of a strong yet graceful woman. She really moves the message across. What was it about her and in what ways did she speak to you emotionally?

Betts: There are certain people in your life that you meet that just leave an indelible mark on you forever. I consider myself very proud and so incredibly blessed to say that Mutinta Mweemba, this young subsistence farmer whom we met and interviewed one November day in rural Zambia, who then became the film’s protagonist as well as a sort of living embodiment of all the larger themes in the story, really is that person for me. I cannot express how one individual can sort of represent and really “carry” within themselves, within her heart and her steadfast strength and determination, so many larger ideas and values that I wanted to express through the film. She is, in my mind, the epitome of a heroine, and that really has to do with the impossibly heroic way in which she confronts and deals with all the challenges of her life. I truly look up to and admire her for who she is, perhaps more than any other person I’ve ever met.

Gurung: I feel that as of late there is a definite shift in some corners of society where people of privilege are using their platform to address bigger issues. Where do you think this is coming from, and have you seen an evident shift amongst your peers?

Betts: You and I have talked about this a lot, and I agree and am excited by this kind of shift that we both feel taking place around us, maybe like a tiny zeitgeist change, wherein people our age seem to be becoming more and more socially aware, more interested and compelled by larger issues beyond themselves. I think there are always these slow but constant pendulum shifts in America, sometimes decades long, but I’ve noticed one take place in our recent time period. It’s like a shift from this very sort of insular, self-involved view point into a kind of new mindset of being more curious and engaged by these larger issues taking place in our world. I suppose I’m very in sync with my generation in that way, or at least want to be.

Gurung: Typically a documentary with such a strong message and one that speaks to something as serious as P.M.T.C.T. can be incredibly dark and raw. Your film has a poetic, almost lyrical feel to it, with significant aesthetic appeal. You create a juxtaposition between beautiful imagery and a deeply consequential issue. How did this evolve throughout the process?

Betts: I am an extremely visual and deeply aesthetic person, not unlike yourself. Before even coming to the idea of this particular story, I knew that if I was ever going to make a film, I wanted it to be absolutely stunning to look at, and to really envelop its audience in a very lush-feeling visual atmosphere. I also worked very hard with our director of photography, Kat Westergaard, who’s an incredibly talented person at creating a specific look and visual language for the film. Almost every frame had some sort of unique and photographic element taking place within it. It didn’t hurt that the specific location we were shooting in – Monze, Zambia – was also one of the most breathtaking places I’ve ever been. And the people were just so jaw-droppingly beautiful as well, both in their faces and in their spirits and absolute determination to overcome obstacles.

Related: Maggie Betts video interview (ArtsBeat)",20/04/2011
The New York Times,The Breadbasket of South Korea: Madagascar,"Tim Ogden, the editor in chief of Philanthropy Action, a journal for high net worth donors, flagged an article in Time, noting:

Despite falling commodity prices, the food crisis is far from over. Perhaps the second biggest issue (after HIV) facing Africa-focused philanthropy will be the short- and medium-term impact of the food crisis on livelihoods and future development opportunities.",26/11/2008
The New York Times,The Roman Empire and AIDS,"“Idea of the Day” is a blog by Tom Kuntz and other editors of the Week in Review highlighting the most interesting writing we've come across lately on the Web. We’re generalists, so consider this a thinking person's grazing buffet. Equally important, “Idea of the Day” is a conversation, so please post your comments and e-mail us your suggestions.

Archive Select Month October 2010 September 2010 August 2010 July 2010 June 2010 May 2010 April 2010 March 2010 February 2010 January 2010 December 2009 November 2009 October 2009 September 2009 August 2009

Recent Posts

This Blog’s Final Post A note to readers: This post is the last for the Idea of the Day blog, started by the editors of the Week in Review more than two years ago as a place to highlight the most interesting current writing on the Web. The blog’s end is a result of limited resources in a medium where any number of worthy projects are possible, and where new priorities continually emerge. Thanks to all our readers and commenters, and regrets.Read more…

Transylvania: Green, Not Blood-Red Friday | Today’s idea: From from a mythical place of blood-red terror, Transylvania is a study in centuries-old green living largely unsullied by modernization, an article says. [Notre Dame Magazine]Read more…

The Almanac as Early iPhone Thursday | Today’s idea: The Old Farmer’s Almanac deserves new respect as the “iPhone of early America,” a scholar argues. [Common-Place]Read more…

Hitler’s Dream of New York in Flames Wednesday | Today’s idea: More than a half century before 9/11, Adolf Hitler and his minions conceived of attacks on New York by suicide pilots, super missiles or long-range bombers, an article says.[Der Spiegel]Read more…",04/09/2008
The New York Times,An Artful Homage to Roller Disco,"When Hauser & Wirth moved into its Dieter Roth-designed West 18th Street space two years ago, the gallery inherited an unexpected treasure trove: hundreds of roller skates left over from the former tenant, the famous Roxy roller disco. With the opening of Mark Bradford’s new exhibition, “Be Strong Boquan,” this past weekend, the history of the building comes back to life. Immediately upon entering the show, visitors encounter “Deimos,” a video installation depicting dozens of the little orange wheels from the Roxy’s skates, spinning from one end of the frame to the other. T premieres the video exclusively here (in the gallery, it’s displayed across three screens on one very long wall).

“Deimos” is playful and exuberant — but carries with it a sense of what’s missing. Themes of lack and loss resonate throughout the exhibition, which uses a variety of media to explore the politics of race and queerness, as well as the AIDS epidemic. (A standout series of canvases on display, which appear at first glance to be abstract compositions, were in fact loosely inspired by the molecular composition of human cells — including Kaposi’s sarcoma, the cancer that causes lesions in those infected with HIV.) In creating “Deimos,” Bradford explains, “I just really started to think about the Roxy and how we lost so many people around that time. The play between something super violent and something super beautiful: that’s where it came out of.”

Image Bradford's ""Cigarettes and Bubble Gum,"" 2015. Credit Joshua White, courtesy of the artist and Hauser & Wirth

Before Bradford created the video, Hauser & Wirth shipped him the skates, and he’d been surrounded by them in his studio for some time — “I hung them from things, it was great,” he says — but he couldn’t figure out how to incorporate them into his work. “And then I just thought, ‘The wheel! It’s all about the wheel anyway,’” he says. “As I was doing it, I noticed that sometimes the wheels would animate and you’d start to feel that they became people. And I thought, ‘Oh, they’ll create their own narratives.’”

In considering how to present the video, scale became symbolic. “Early language around the epidemic was almost epic, it was insane, it was like Biblical proportions,” he says. “A lot of the language around HIV was almost created, invented in popular culture. So I wanted to have a cinematic feel to it. And this idea of a cinema, which is dark, and the roller rink that’s dark — whizzing through these dark spaces and being free and anonymous.” The video is soundtracked by a version of the 1988 disco hit “Grateful,” which Bradford has slowed to a more contemplative tempo. Bradford knew its singer, the androgynous West Coast counterculture icon Sylvester, who died of AIDS in 1988. “I actually sat next to Sylvester at Catch One in Los Angeles, and she was done up and furred out, but you could tell she wasn’t well; it was one of the last times she was out,” he says. “I remember her very clearly. Sylvester had a big fox coat on and she would get on the dance floor and just twirl. Work, honey, work!”",09/11/2015
The New York Times,"Barton Lidice Benes, Provocative Artist, Dies at 69","Barton Lidice Benes, a New York sculptor who worked in materials that he called artifacts of everyday life, expanded his definition of “everyday” as he went. He used the everyday mementos of childhood in his early work, and later made sculptures from chopped up, everyday American cash (purchased pre-shredded from the Federal Reserve).

When friends started dying of AIDS, and Mr. Benes himself tested HIV-positive, he began working in everyday materials of the epidemic — pills and capsules, intravenous tubes, HIV-infected blood and cremated human remains.

Mr. Benes, who died of acute kidney failure on May 30 at 69, created a body of work that was exhibited internationally and included in the collections of the Art Institute of Chicago and the Smithsonian.

His work dealing with the AIDS epidemic was acclaimed for its raw approach to death. Some of it was so raw that he had difficulty finding art galleries willing to show it. Among his best known works — though it was never exhibited publicly — was his collection of memento mori filling his 850-square-foot Greenwich Village apartment and studio floor to ceiling: thousands of artifacts like tribal masks, animal skeletons, taxidermy, religious relics, voodoo dolls and a stockpile of celebrity ephemera. He called it “my tomb.”

Photo

The North Dakota Museum of Art in Grand Forks, which in the early 1990s showed controversial artworks of his that no other galleries would, plans to build a replica of his apartment and furnish it exactly as Mr. Benes left it. Among its objects, many of them macabre, are a blackened human toe; a giant hourglass holding the mingled ashes of two of Mr. Benes’s friends, partners who died of AIDS; a gall stone removed from his friend Larry Hagman, the actor; and a stuffed giraffe’s head.

Advertisement Continue reading the main story

“Everyone thought I killed it,” Mr. Benes said of the giraffe in an interview last year with The New York Times. “I don’t kill anything,” he added. “Just cockroaches and mice.”",19/06/2012
The New York Times,AIDS Documentary May Become ABC Miniseries,"The acclaimed documentary “How to Survive a Plague,” about the genesis of the AIDS epidemic, could become a television miniseries. The Hollywood Reporter said Thursday that ABC Studios, a production company owned by the Disney/ABC Television Group, had bought the rights to the documentary so it could develop a dramatic miniseries about HIV-positive young men who, as the title implies, beat the medical odds.

David France, who co-wrote and directed the documentary, said, “We’d like it to be an extended story that’s not just about AIDS and what AIDS wrought, but about this tremendous civil rights movement that grew from the ashes of AIDS and the dawn of the lesbian, gay, bisexual and transgender movement.” He said that ABC Studios was a logical home for such a miniseries: “ABC is the network of ‘Roots.’”

“How to Survive a Plague” was nominated for an Academy Award for best documentary feature, but lost last Sunday to “Searching for Sugar Man.”",28/02/2013
The New York Times,Finding a Home in the Bronx After Fleeing Anti-Gay Violence in Haiti,"A makeup artist for eight years, he had worked at “Journal de Loisirs,” a celebrity talk show, and often carried a purse and makeup bag to the office. Seven months before the stabbing, Mr. Joseph said, he was kidnapped from his workplace, hooded and taken to an abandoned home, where he was chained to a pole and beaten. Three men threatened to kill him, he said, and called him an embarrassment to his country. They later let him go.

“I always felt threatened,” he said. “And I never said anything back to these people. I was afraid of a violent response. There was always a fear.”

After the 2012 attack, Mr. Joseph applied for a tourist visa to the United States, hoping the country would be as welcoming as it was portrayed on the television shows he had watched as a child, he said.

“It was always my dream country,” Mr. Joseph said. “America is where you can make happen the dreams you envision for yourself.”

He arrived in April 2013 on a tourist visa and settled in New York City. A few weeks later, he attended his first party since the attack, at the Monster, a piano bar in the West Village. Feeling safe, he took the stage to sing “Lumane Casimir,” a well-known Haitian song.

He applied for asylum shortly after moving to the United States, describing in his application the anti-gay abuse he endured in Haiti and his fear of returning there.",01/12/2016
The New York Times,The Lazarus Effect,"The “miraculous” effect of antiretroviral drugs on Africans suffering from AIDS.

Writing for CNN, Eric Marrapodi reported:

They were left for dead in Africa. Gaunt, skin and bones; AIDS patients with hollow eyes. But a month later they are healthy, smiling and brimming with life after a series of pills that costs about 40 cents a day.

Doctors and relief workers call it “The Lazarus Effect,” referring to the biblical miracle in the Gospel of John in which Jesus raised Lazarus from the dead.

According to Marrapodi, “The Lazarus Effect” is also the title of a documentary by director Lance Bangs:

On Sunday, hundreds of churches around the country will be screening clips from Bangs’ Lazarus documentary to raise awareness of a medical miracle their congregants can take part in.

The movement is called Lazarus Sunday and is spearheaded by ONE, an advocacy and campaigning group co-founded by Bono that fights against extreme poverty and HIV/AIDS in Africa.",19/04/2011
The New York Times,Race Rears Its Head as New York City Council Elects New Leader,"Councilwoman Laurie Cumbo of Brooklyn, expected to be named the majority leader, said the failure of the Black, Latino and Asian Caucus to agree on a consensus candidate hurt the chances for having a black speaker.

She added that Mr. Johnson, as a gay man who is HIV-positive, could understand some of the issues facing minorities, a sentiment that was echoed by Councilman Ydanis Rodriguez of Manhattan, another speaker candidate.

Mr. Johnson carefully acknowledged the remarks.

“There is no way for me to say I can fully relate to the experience of being a person of color in New York City,” he said. “But as someone who’s an openly gay man, who’s openly HIV-positive, who did not grow up in a family with a lot of money, I think that experience gives me some more sensitivity.”

Mr. Johnson said he would call on the diversity of the body to address various issues.

“When there are issues related to race in New York City … I don’t need to be the main spokesperson,” he said.

Black leaders said they would look to Mr. Johnson’s leadership appointments, and not his rhetoric. Mr. Johnson said he wanted to speak to every member of the council before making leadership assignments.",03/01/2018
The New York Times,VaxGEn and Raven Scrap Merger Plans,"VaxGen, after failing to make an effective HIV vaccine and losing its $877.5 million federal contract to make an anthrax vaccine, said Friday its last-ditch effort to save itself through a merger has foundered and its days may be numbered.

VaxGen said its executives and those at privately-held Raven biotechnologies have agreed the two South San Francisco companies should terminate their planned merger because the deal faced “stronger-than-anticipated opposition” from VaxGen’s investors.

Go to Article from The San Jose Mercury News »",31/03/2008
The New York Times,U.N. Chief Says World Is Losing Battle With AIDS,"The dark tone of Mr. Annan's remarks diverged markedly from the upbeat speeches by world leaders at the start of the 3-day session on Wednesday, and from the positive speech given immediately before his remarks by Laura Bush, the first lady.

""This is a hopeful moment in the fight against AIDS,"" Mrs. Bush began. She noted that the administration of her husband, President Bush, began a program in 2003 to contribute a total of $15 billion over 5 years to the international fight against AIDS.

""The American people are on track to meet or exceed that commitment,"" she said.

Not enough, Mr. Annan — the next speaker — seemed to say, as Mrs. Bush listened from the front row. ""This fight requires every president, every parliamentarian to say, 'AIDS stops with me,' "" he said.

The United States, the host country for the special session, has been roundly criticized by AIDS activists around the world for dispatching Mrs. Bush as its representative at the session, rather than a senior administration official. France and Brazil sent their foreign ministers, for example, and many African presidents are in attendance.

Photo

Mrs. Bush's 5-minute speech steered away from many of the criticisms that have been leveled against the United States's international AIDS policy, most notably that it seeks to promote sexual abstinence rather than scientifically proven approaches to stemming the spread of the virus, particularly condom use.

""The U.S. funds abstinence or abstinence-until-marriage programs that are ideologically driven and have nothing to do with reality,"" said Jodi Jacobson, president of the Center for Health and Gender Equality, an American advocacy group. ""In a lot of places, teenagers are sexually active and married women are getting infected from their husbands.""

Ms. Jacobson noted that at this week's session, American delegates pushed for the removal of phrases like ""sex workers"" or ""men who have sex with men"" from conference documents, preferring to refer to ""vulnerable groups"" instead. The United States has sided with Syria and Yemen in refusing to talk about ""the empowerment of girls,"" she said.

Newsletter Sign Up Continue reading the main story Please verify you're not a robot by clicking the box. Invalid email address. Please re-enter. You must select a newsletter to subscribe to. Sign Up You will receive emails containing news content , updates and promotions from The New York Times. You may opt-out at any time. You agree to receive occasional updates and special offers for The New York Times's products and services. Thank you for subscribing. An error has occurred. Please try again later. View all New York Times newsletters.

Ms. Bush did not address such controversies. She made passing reference to the official U.N. program for AIDS prevention — known as ABC, short for Abstinence, Be-Faithful, and Condom use — by noting that ""Africa's ABC model has led to dramatic declines in HIV"" in some countries.

Advertisement Continue reading the main story

Mrs. Bush also suggested the creation of an international HIV testing day, and spoke of the way that wider availability of anti-AIDS drugs allowed people with HIV ""a second chance at life.""

But the three U.N. officials who spoke after Ms, Bush, including Mr. Annan, said that far too few people in Africa had access to such drugs, and that the U.N. was desperately short of the money needed to improve the situation.

The Global Fund to Fight AIDS Tuberculosis and Malaria, a war chest of money created after the 2001 conference, has helped more than 500,000 people to receive lifesaving cocktails of antiviral drugs, a number that has grown by 40 percent in the last 6 months.

But the World Health Organization estimates that as few as 1 in 6 people infected with HIV are able to get such drugs, because of the high cost.

The U.N. estimates that it needs $18 billion to combat AIDS in 2007 and $22 billion in 2008. At present, it has commitments for less than half that amount, according to Dr. Richard Feachem, head of the Global Fund.

""Public and private funding needs to be greatly expanded,"" Dr. Feachem said. ""Let all countries contribute fully, according to their means.""",02/06/2006
The New York Times,"Biden v. Giuliani, Another Round","While you were out trick-or-treating last night, the great Biden-Giuliani debate of 2007 continued apace.

Luis Navarro, Joe Biden’s campaign manager, sent this out last night: “Rudy Giuliani seems to be increasingly worried that Joe Biden is questioning his lack of leadership and his use of 9/11 for his own political purposes. This criticism is grounded in reality: there are numerous examples of Mr. Giuliani using 9/11 as a substitute for real experience and real answers to important topics.’’

Then, another needle: “In the spirit of Halloween, Rudy, if the dress fits, wear it.’’

The Biden campaign passed along these citations:

Giuliani on…Accomplishing our Goals in Iraq. Giuliani said, “Maybe it’s because I was mayor of America’s largest city and I was mayor of America’s largest city during periods of crisis. You know about September 11th. So, to me, when I look at Iraq what I look to is, how well and how effectively are we keeping the civilian order functioning in the right way. Because ultimately that’s going to be enormously important to whether we accomplish our goal in Iraq.’’ [Giuliani’s Remarks To The NATO Supreme Allied Command, 10/11/07]

Giuliani on…Gun Control and the Second Amendment. In defending his previous support for lawsuits against gun manufacturers during remarks before the National Rifle Association, Giuliani said, ‘’I also think that there have been subsequent intervening events, September 11th, which cast somewhat of a different light on the Second Amendment and Second Amendment rights.’’ [Giuliani Remarks to NRA “Celebration of American Values Conference, 9/21/07]

Giuliani on…Federal Funding for HIV/AIDS. When asked about federal funding for HIV treatment, Giuliani responded, “My general experience has been that the federal government works best when it helps and assists and encourages and sets guidelines on a state-by-state, locality-by-locality basis. It’s no different from the way I look at homeland security. Maybe having been mayor of the city, I know that your first defense against terrorist attack is that local police station, or that local firehouse.’’ [Iowa Independent, 7/20/07]",01/11/2007
The New York Times,AIDS Group Opposes Frieden for C.D.C.,"Responding to a report in The Wall Street Journal that Dr. Thomas R. Frieden, New York City’s health commissioner, is being considered for a possible appointment as director of the Centers for Disease Control and Prevention, Housing Works, a leading organization for people with H.I.V. and AIDS, on Wednesday urged the Obama administration to pick someone else.

The organization’s president and chief executive, Charles King, said in a statement:

Appointing Commissioner Frieden to the top post at the CDC would be a devastating blow to combating HIV/AIDS in the U.S. as well as other chronic illnesses that require complex public health solutions and involvement from local communities. Throughout his tenure as New York City Health Commissioner, Frieden has simultaneously employed an authoritarian, my-way-or-the-highway approach and an unabashed secretiveness undignified of a public servant. He has excluded AIDS groups wherever possible from having input into life-and-death AIDS funding, testing and care policymaking decisions.

The Health Department did not immediately respond to a request for comment about the Housing Works statement.

This is not the first time Housing Works has clashed with Dr. Frieden.

In February 2005, when Dr. Frieden announced the discovery of a possibly new and deadly H.I.V. strain, some scientists dismissed the news as isolated to one man and unworthy of alarm, other scientists said not enough research had been done to warrant a public health announcement, and activists worried Dr. Frieden’s emphasize safe-sex practices would set up gay men as culprits.

Housing Works said in a statement:

Notwithstanding strong objections from New York City’s extensive community-based AIDS services network, Frieden sought to persuade New York State legislators to make sweeping changes to the state’s HIV-testing policies, including the elimination of written consent and pre- and post-test counseling. He also attempted to divert AIDS funding away from community-based AIDS organizations toward large hospitals and ignored the need for basic services, such as housing, that allow low-income people to remain medically adherent. Frieden’s efforts proved his indifference to the profound stigma attached to AIDS and his ignorance of the critical role supportive services provided by community-based organizations play in the health of people living with the disease. Frieden also sought sweeping access to medical records of people living with HIV/AIDS and diabetics with insufficient consideration to the damage that the revelation of personal health information could pose for individuals.

After reading the news release by Housing Works, Dr. Roy M. Gulick, chief of the division of infectious diseases at New York-Presbyterian Hospital/Weill Cornell Medical Center, called The Times to defend Dr. Frieden. Dr. Gulick said in a phone interview:

I think Tom Frieden has done an enormous amount for H.I.V.-infected people in New York City. He’s increased community services over the time he’s been commissioner. He’s emphasized prevention. He’s promoted needle exchange and condom use. He’s promoted testing so there are more New Yorkers aware of their status. I think the community and the city know that this is a guy who’s made a big difference, through the Department of Health, for people living with H.I.V./AIDS. One of the biggest controversies he has bumped into is the whole thing about routine testing. From Tom’s point of view and his public health background, he certainly has the support of the medical community that there shouldn’t be barriers to routine H.I.V. testing. We’re talking about the difference between written, informed consent and a routine blood test. In all but 11 states, H.I.V. testing is routine, throughout most of the country. It remains a special case here in New York State. Tom took this on from a public health point of view, and said we should make testing easier.

Dr. Gulick, who is prominent in the field of clinical research in H.I.V. and has worked on the issue since the 1980s, said he understood advocates’ concern about stigma but said that the benefits of widespread, readily available H.I.V. testing outweighed such concerns. “There are great studies that show if people are H.I.V.-infected, they don’t pass the virus on to other people,” he said. “Despite this huge controversy, I think time will tell that H.I.V. testing will be routine and that this will become another example in how New York City is a leader.”",28/01/2009
The New York Times,Your Comments,"I had some time tonight to respond to comments. Here are some of the topics addressed:

Crime, reporting styles, microfinance, HIV/AIDS



Returning to Rwanda, genocide perpetrators

Belgian influence in the Congo



Reconciliation

Perspectives of aid workers, post-election Congo

Fertility rates, effects of culture

Please keep your responses, observations, and questions coming.

Many of you haved asked what you can do to help. I am working on a series of posts about the different ways you can make a difference. Stay tuned.",24/06/2007
